0,
0.2,
0.4,
0.6,
0.8,
0.999,
1,181
1.2,180
1.4,178
1.6,175
1.8,171.5
1.949,169
1.95,169
2,168
2.2,164
2.4,160
2.6,155
2.75,151
2.8,150
3.001,150
3,150
3.2,150
3.4,150
3.53,150
3.6,150
3.8,150
4,150
4.2,
4.4,
4.52,
4.6,
4.8,
5,
5.2,
5.4,
5.6,
5.8,
5.8001,
6,
