0,
0.2,
0.4,
0.6,
0.8,
0.999,
1,150
1.2,150
1.4,150
1.6,150
1.8,150
1.949,150
1.95,150
2,150
2.2,150
2.4,150
2.6,150
2.75,150
2.8,150
3.001,
3,
3.2,
3.4,
3.53,
3.6,
3.8,
4,
4.2,
4.4,
4.52,
4.6,
4.8,
5,
5.2,
5.4,
5.6,
5.8,
5.8001,
6,
