0,
0.2,
0.4,
0.6,
0.8,
0.999,
1,210
1.2,209.5
1.4,208
1.6,205
1.8,201
1.949,197.5
1.95,197.5
2,196
2.2,191.05
2.4,186.1
2.6,181.15
2.75,177.5
2.8,176.2
3.001,171.25
3,171.25
3.2,166.3
3.4,161.35
3.53,158
3.6,156.4
3.8,152
4,150
4.2,150
4.4,150
4.52,150
4.6,150
4.8,150
5,150
5.2,
5.4,
5.6,
5.8,
5.8001,
6,
