0,
0.2,
0.4,
0.6,
0.8,
0.999,
1,
1.2,
1.4,
1.6,
1.8,
1.949,400
1.95,80
2,77
2.2,67
2.4,57
2.6,47
2.75,40
2.8,38
3.001,31.5
3,31.5
3.2,26
3.4,22
3.53,20
3.6,
3.8,
4,
4.2,
4.4,
4.52,
4.6,
4.8,
5,
5.2,
5.4,
5.6,
5.8,
5.8001,
6,
