0,
0.2,
0.4,
0.6,
0.8,
0.999,
1,
1.2,
1.4,
1.6,
1.8,
1.949,
1.95,
2,20
2.2,17
2.4,14.1
2.6,11.5
2.75,10
2.8,9.5
3.001,7.9
3,7.9
3.2,6.4
3.4,5.2
3.53,4.5
3.6,4.2
3.8,3.3
4,2.5
4.2,1.8
4.4,1.3
4.52,1.15
4.6,1
4.8,0.8
5,0.6
5.2,0.5
5.4,0.4
5.6,0.3
5.8,0.2
5.8001,0
6,
