0,
0.2,
0.4,
0.6,
0.8,
0.999,
1,
1.2,
1.4,
1.6,
1.8,
1.949,
1.95,
2,
2.2,
2.4,
2.6,
2.75,
2.8,
3.001,
3,
3.2,
3.4,
3.53,
3.6,
3.8,
4,
4.2,
4.4,
4.52,20
4.6,17.3
4.8,13.2
5,10.4
5.2,8.5
5.4,7.5
5.6,6.6
5.8,6
5.8001,0
6,
