0,
0.2,
0.4,
0.6,
0.8,
0.999,
1,
1.2,
1.4,
1.6,
1.8,
1.949,
1.95,
2,
2.2,
2.4,
2.6,
2.75,
2.8,
3.001,400
3,80
3.2,68
3.4,57.5
3.53,51
3.6,47.5
3.8,38.5
4,32
4.2,27
4.4,22.5
4.52,20
4.6,
4.8,
5,
5.2,
5.4,
5.6,
5.8,
5.8001,
6,
