0,
0.2,
0.4,
0.6,
0.8,
0.999,
1,360
1.2,352
1.4,344
1.6,336
1.8,328
1.949,322.04
1.95,322
2,320
2.2,312
2.4,304
2.6,296
2.75,290
2.8,288
3.001,279.96
3,280
3.2,272
3.4,264
3.53,258.8
3.6,256
3.8,248
4,240
4.2,232
4.4,224
4.52,219.2
4.6,216
4.8,208
5,200
5.2,200
5.4,200
5.6,200
5.8,200
5.8001,200
6,200
