0,
0.2,
0.4,
0.6,
0.8,
0.999,400
1,80
1.2,71.5
1.4,63.5
1.6,55
1.8,46
1.949,40.5
1.95,40.5
2,38.5
2.2,32
2.4,27
2.6,22.5
2.75,20
2.8,
3.001,
3,
3.2,
3.4,
3.53,
3.6,
3.8,
4,
4.2,
4.4,
4.52,
4.6,
4.8,
5,
5.2,
5.4,
5.6,
5.8,
5.8001,
6,
